"ATC1","Name1","ATC2","Name2","Info","Mechanismus","Effekt","Massnahmen","Grad"
"H02AB02","Dexamethason","N01BA01","Metabutethamin","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N01BA01","Metabutethamin","H02AB04","Methylprednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB04","Methylprednisolon","N01BA01","Metabutethamin","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N01BA01","Metabutethamin","H02AB06","Prednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB06","Prednisolon","N01BA01","Metabutethamin","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N01BA01","Metabutethamin","H02AB07","Prednison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB07","Prednison","N01BA01","Metabutethamin","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N01BA01","Metabutethamin","H02AB09","Hydrocortison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB09","Hydrocortison","N01BA01","Metabutethamin","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N01BA01","Metabutethamin","H02AB08","Triamcinolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB08","Triamcinolon","N01BA01","Metabutethamin","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N02BA01","Acetylsalicylsäure","H02AB01","Betamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB01","Betamethason","N02BA01","Acetylsalicylsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N02BA01","Acetylsalicylsäure","H02AB02","Dexamethason","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB02","Dexamethason","N02BA01","Acetylsalicylsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N02BA01","Acetylsalicylsäure","H02AB04","Methylprednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB04","Methylprednisolon","N02BA01","Acetylsalicylsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N02BA01","Acetylsalicylsäure","H02AB06","Prednisolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB06","Prednisolon","N02BA01","Acetylsalicylsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N02BA01","Acetylsalicylsäure","H02AB07","Prednison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB07","Prednison","N02BA01","Acetylsalicylsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N02BA01","Acetylsalicylsäure","H02AB09","Hydrocortison","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"H02AB09","Hydrocortison","N02BA01","Acetylsalicylsäure","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
"N02BA01","Acetylsalicylsäure","H02AB08","Triamcinolon","Erhöhtes GIT-Blutungsrisiko","Additive Schädigung der Magenschleimhaut.","Beide Substanzen können die Magenschleimhaut schädigen. Es kann in der Kombination zu gastrointestinalen Blutungen und Ulzerationen bis hin zur Perforation kommen. ","Klinisches Monitoring auf Zeichen für peptische Ulzera. Das Risiko erhöht sich bei längerer Gabe und hoher Dosierung von NSAID, konkomitanter Gabe von systemischen Glukokortikoiden, höherem Lebensalter, Vorgeschichte einer GIT-Toxizität unter NSAID, Vorgeschichte von GIT-Ulzera und gleichzeitiger Gabe von Antikoagulanzien. In diesen Fällen sollte die protektive Gabe eines Protonenpumpenhemmers erwogen werden. ","C"
